createtime,creator_qq,creator_name,creator_isVip,dissid,dissname,listennum
2020-08-04,2303204713,蓝莓 Cake,0,7663976060,华语伤感：我们真的回不去从前了,1736286
2020-02-19,1743959209,李呀,0,7434763564,华语怀旧 | 那些我们怀念的岁月,33404926
2020-10-13,3427724427,北川同学,0,7746458142,华语伤感 | 回忆回不去的记忆,2424723
2016-12-13,945187827,念安娜,2,2940304754,王菲：千言万语，不如幻乐一场,12237592
2020-10-09,1249522308,梵高先生,0,7743630978,经典粤语｜追逐时代里的浪潮,2635301
2020-05-10,1873182795,尔听°,0,7558452068,伤感歌单｜好想能够暂时忘记,16868518
2019-10-27,848155951,下次一定,0,6944750120,节奏控 丨 俘获你耳朵的英文歌,17686728
2020-07-19,201864118,芋泥啵啵奶茶,0,7643583752,神仙日语歌｜超治愈，猛女必备,2129251
2020-01-19,2399077390,恋恋风声,0,7380162076,海来阿木 | 一定要为自己写首歌,6407071
2018-08-13,1961769567,墨香,2,2972980860,粤语老歌 │ 重拾港味金曲,11010228
2017-08-10,3440241624,青栀,2,2067204084,「经典」回忆港澳电影粤语原声集,19706446
2020-04-02,2749180238,违规女孩,0,7503734031,周深 | 温柔嗓音，清澈空灵,14862276
2019-12-11,2891427638,远方的琪琪,0,7334544754,遇见韩宝仪后，回忆都是粉红色,621609
2019-12-17,2685406571,综艺live王,0,7337211895,精选live ｜ 请收下这个毛不易,11133750
2017-08-10,1932639570,青春for young,2,874673790,「经典粤语」渐渐被遗忘的金曲,26859343
2020-08-27,584223742,白色大衣,0,7694635551,华语歌迷必备——李宗盛Top20,6070107
2017-02-24,1245280330,花痞,2,857253164,200首华语金曲，你一定在KTV点过这些歌,504486198
2017-01-17,2959134137,柳云歌,2,2945273090,回味经典！品尝岁月里的美酒,14119601
2020-09-18,3364217504,太郎.,0,7719472632,喜欢的歌静静听，喜欢的人静静看,2238642
2018-01-29,498877906,狗贼,0,2661465923,赵雷 · 你的民谣我的生活,2820014
2018-05-01,1433218437,猫九,0,2962708139,王者荣耀 | 峡谷乱杀必备BGM,7867807
2020-06-08,452775188,还不是因为你长得不好看,2,7593461012,《斗罗大陆》原声合集,2582211
2020-08-11,1152921504800972376,婉羽.,0,7627176238,"电竞｜超燃BGM,站在巅峰之颠",752094
2020-08-17,2162294687,清樱°,0,7681560478,【伤感片段】我曾几度的眼眶泛红,5221831
2020-07-26,1152921504842294771,走心了吗,0,7652168005,『戏腔』红妆已淡，戏涯已了,7047455
2020-02-27,3269668970,绪井奈奈未,2,7447915112,第34届日本金唱片大赏,241558
2019-11-08,259249381,叶洛洛,7,7289611354,快手老铁们都在听什么？,11410442
2020-06-10,3054828396,ㅤ,0,7233029979,粤语流行・90后的独家记忆,13775731
2020-10-30,3244932711,将离,0,7574442026,伤感丨偶尔需要 从未重要,1327428
2020-06-23,1152921505006098974,上善若水,0,7611863737,古风 | 星辰坠落大海不及你,16103493
2020-02-12,807250000,ʚ百事可爱ɞ,0,7418320825,有一种悲伤：笑着与你分开,19277862
2020-09-02,3405305245,曹操,0,7701477881,伤感片段:每次夜晚还是会想起她,3092013
2020-06-14,497697572,柠檬少年,0,7567257350,车载必备丨动感燃曲，精神无忧,30275168
2019-06-04,1653099231,不白,2,4246958569,【入耳沉醉】 猝不及防的心动,56444556
2018-03-19,1214673117,小攀哟,2,3787670938,评论999+的欧美歌曲（持续更新）,87421207
2020-09-03,458991666,飞行棋的猫mor,0,7703735540,伤感之季：终究成为熟悉的陌生人,1340499
2020-08-03,2020398259,niceee,0,7662200751,欧美｜致幻女嗓·致瘾电子,3123530
2019-09-10,2641188037,冲向KTV,0,7174020819,情怀老歌 | 陪伴你青春的人还在吗,9592169
2020-02-17,1083284863,北鹤,2,7407371797,人气爆棚！直播时爱听的热歌,24629136
2017-07-12,3050714894,风信子,2,2065383446,一首歌，让你重回港乐黄金年代,34139249
2019-09-12,2298105529,我又可以了,2,7199052129,流行经典 | 致80后的青春岁月,16747419
2018-04-01,3239619075,歌单狂魔,2,3806287274,你听得到 —— 周杰伦,160607513
2020-06-07,3380158609,Null,0,7591719847,粤语经典 ：哪首曾让你心动过？,6730255
2016-12-16,872386391,Rio,2,1141575907,[Vae]孤独时请享受来自许嵩的完美声线,23105735
2020-10-05,1659619968,♡.†ฅr̶ 盈涵丽雪,0,7738713759,【陈瑞】疗伤歌后的倾情演绎,793297
2020-10-02,1346006378,/ 砕城瑣倳 /,0,7734673983,绝致电子｜戴上耳机开启幻世模式,1336038
2017-05-23,244860443,Kiss Me,2,1762735983,游戏BGM: 辉煌时刻，带着激情去战斗！,10964412
2020-04-12,1756632996,挽歌.,0,7096345827,伤感 | 有人惊醒凌晨,4555787
2020-05-25,410284087,krystal,0,7576814962,华语精选 | 那些年我们最爱的歌,40685558
2018-04-10,1214673117,小攀哟,2,3822846160,「忘原唱系列」惊艳耳际，一秒倾心,63270906
2020-08-23,976006064,whosethatcat,0,7688758609,华语00-05｜穿越回校园时光,9197889
2017-07-12,3450463686,我的世界,2,2669638628,感激遇到你，不可错过的粤语歌,15071502
2019-04-21,1757456989,Someone,2,6946005790,王者荣耀 | carry全场首选BGM,135866898
2020-09-20,1152921505036041771,玖九9丶,0,7719937962,【精选50首老歌】岁月留声忆往昔,2156757
2020-03-25,467578052,咸鱼大饼干,2,7490861394,热歌车载DJ：出行路上一键解乏,81406773
2020-06-27,354284502,此号被盗,0,7616560475,中文嗨曲：跟着音乐的节奏摇起来,40609505
2020-09-17,1666326482,薄许烟一缕.,0,7712581538,超燃电音：享受节奏的冲击吧！,1286553
2020-10-04,3427724427,北川同学,0,7736297511,伤感华语 | 对于你我只抱遗憾,2861099
2020-09-11,995702579,星空,0,7710999871,[孙露] 伤感情歌的诉说者,3469286
2020-09-09,507265898,我才不是小坨,0,7709931707,华语女声：穿透灵魂的动人嗓音,4032726
2020-08-23,2747980541,♡,0,7683607910,温柔rap: 似你在耳边喃喃低语,936147
2017-07-07,1152921504715016798,Hy.,0,3268977825,欧美经典流行歌,4173942
2015-06-01,417476359,小狐狸。,2,3463209980,跑步必备 运动节奏,15889175
2017-07-12,3399378944,晴朗天空,2,2065383091,「华语」总有那么一首情歌，让你流泪,18065429
2020-01-31,2024699515,无人之岛,0,2285348862,DJ舞曲专场～网红歌曲Dj专场,51315449
2020-11-15,775916156,安好,0,7780915888,80情怀：一次的倾心，一生的回忆,1497580
2020-04-03,2991257536,息を止めないでください,0,7506935543,·【极丧】细节中崩溃_,1332166
2020-02-19,3138960748,Lemon.,0,4379305352,华语男声：道不完的思念和遗憾,17158325
2017-08-10,3533352426,少年放肆的梦,2,2671455190,「华语经典」光阴的故事,41451464
2020-05-04,2979842415,桃Tao音乐志,2,7550239884,BLACKPINK粉墨热门合集,9011322
2020-05-21,1376635539,九命相柳,0,7533895317,『精选』评论999+的欧美电音,12320463
2017-08-10,3079672397,良辰美景,2,2968769762,90后的独家记忆，那些熟悉的旋律,59006282
2018-07-28,1152921504616406706,音乐收藏家,0,2662576743,经典老歌 | 港台留声机,14623084
2020-09-13,3501290598,攒一口袋星星.,0,7418885152,庆幸你来自远方，不知道我的过往,5237997
2017-01-22,1915863670,他,0,851247569,90  流行粤语歌曲，触动了几代人的青春,14006949
2019-10-21,1839990389,诱宁,2,7263627232,王者荣耀战歌 : 激昂电音助你上分,31771484
2019-05-17,1152921504828095219,你真可爱,0,6799285383,此生不再打扰，愿彼此安好,55492107
2017-08-10,2826947545,Forever /,2,2372393267,500首灵动纯音相伴，刷题时光不分神,8550136
2020-08-24,1666326482,薄许烟一缕.,0,7689291689,怀旧：70后KTV必点金曲,3257909
2020-06-26,2050886006,六芒星果汁,0,6523463681,【欧美】沉浸式体验，抖腿上天曲,7076877
2017-07-12,2952151955,春小麦,2,2370564961,「600首粤语经典」那些承载记忆的旋律,16127148
2018-01-29,1759591760,阿兮同学,2,3632445059,古风情书：听一宿梵唱，许一世柔情,36694002
2016-10-20,454859488,包子,2,3227993387,编辑推荐｜一人一首代表作歌曲大赏,32161122
2020-08-24,1152921504955343328,玛卡巴卡,0,7644033765,声音撩到停不下来的欧美金曲,6722643
2020-08-07,3040826845,Q音企鹅,0,7665912238,纯音乐解压；来自钢琴的舒缓曲,2694118
2020-07-22,184154657,Warmstill,0,7647302065,我记得你爱过我的模样，怎么忘掉,35525697
2020-10-30,2030402442,Oblivion.¹³¹⁴,0,7764540209,儿时童趣，都藏在追过的动画片里,600360
2020-07-15,1517576176,未名.,0,7418168722,[情感片段] .每首都是一个故事,11866113
2020-05-14,1152921504959047737,九秀,0,7563283734,易燃易爆炸 | 跟着我Carry全场,6058714
2017-08-31,3050999021,淡白的阳光,2,1177324425,YouTube史上最快达到5亿播放量的100首MV,17769358
2020-10-17,1152921504851751471,暖暖,0,7751926161,港风｜粤语里风吹过的时代,973843
2020-11-25,1367363703,就是爱音乐,2,7793258888,钟情粤语：聆听港乐金曲,2071253
2017-09-12,482219519,K先生的猫,2,3580467773,挪威的森林！摇滚诗人伍佰精选集,6469237
2020-07-07,2801538142,鹿尔,0,4113642601,【王者迷快来】听出自信即是巅峰,3766153
2020-11-12,1006172694,羡之,0,7778677729,【伤感片段】破碎的爱情无法挽回,1650491
2020-10-26,3427724427,北川同学,0,7760859347,伤感片段 | 到最后只是相识一场,5724014
2015-06-16,449218160,933。,2,767884408,香港神级作曲人作品合辑,18857468
2020-09-22,1801230394,☾⋆ 雨悸,0,7587384504,【伤感片段】从前都是 美好的,2164050
2018-10-03,2692156904,孟冬,2,4866581249,20部豆瓣高分韩剧OST合集,7669552
2017-12-14,1367363703,就是爱音乐,2,1790504159,青春记忆 | 90后校园岁月的流行歌曲,334378546
2020-09-26,1229731572,Ace君莫浪、,0,7727178135,那些佳味入境的“神级”Live,2334433
2020-06-25,945187827,念安娜,2,7613947098,剪辑必备｜抖音最热BGM合辑,20483166
2020-09-12,3427724427,北川同学,0,7708476550,催泪100% | 我们的爱早已蒸发,35032832
2017-11-28,1367363703,就是爱音乐,2,1788820091,校园青葱岁月 : MP3时代的必备歌曲,86430077
2020-07-31,332876,13号港口,0,5332230914,欧美丨节奏感超强❤️热门BGM,6959183
2020-11-09,945187827,念安娜,2,7776057030,8090回忆杀｜回不去的叫青春,3392220
2020-10-01,1346006378,/ 砕城瑣倳 /,0,7732846385,伤感向｜真的遗忘就是连心都死了,968282
2020-09-07,2361270536,ৡৢ落 尘ৡৢ,0,7708405568,回忆｜九零后耳熟能详的音乐记忆,3012078
2020-09-06,2957221357,野,0,7706568796,车载音乐：一路狂飙，嗨到天亮,1914424
2020-02-25,1938962203,喜欢独处,0,7440997510,清澈童声 | 被宝贝儿萌住了心,9284311
2020-11-09,1723037030,影视专区官方账号,0,7751686027,START-UP 韩剧OST,706162
2020-09-20,2979842415,桃Tao音乐志,2,7721463898,动漫ACG｜燃烧吧我的中二魂,1364265
2020-07-05,411047551,WLDd..,0,7627127271,【听韩团音乐】pick本命团,3376961
2020-04-02,1143565332,天青色等不来你,0,7504804133,励志 | 坚持逐梦，不负光阴,4394789
2017-02-08,2455175706,胸毛少女,2,2652083001,百首值得静听老歌：我被青春撞了下腰,132079930
2018-04-05,2135713128,Soundwave,0,3783755614,00后动画片主题曲——动画片又开始啦！,10361656
2020-08-29,2779560835,李怼怼,0,7696704118,甜度100%:已收到你的恋爱讯号,3901515
2016-07-22,2590820558,、叶 落,2,3223527609,KTV点唱率超高的华语金曲,15562998
2016-11-02,3052396255,且听风吟,2,2339014155,【经典】回味记忆中的内地流行启蒙金曲,9058068
2017-07-12,2766689457,one day,2,2966940631,「深情粤语」惊艳了耳膜，温柔了岁月,11215927
2019-06-17,3212139410,欢脱小兔牙七柒,2,7043214437,缘分淡了，我们终究敌不过时间,38795126
2016-11-24,1220667525,安多,2,2341852814,粤语金曲：似酒般时光流逝愈发香醇,22974708
2020-03-05,2104363541,瞄准°（暂退哦）,0,7149783625,治愈纯音乐 | 所遇皆温柔 ♡ ,12972320
2017-07-12,2107448067,妮酱,2,2966940831,歌声永存，致敬beyond经典,12470545
2020-09-28,1152921505036041771,玖九9丶,0,7729163155,华语经典 | 重拾90后的青春记忆 ,3439562
2020-08-15,1152921505040905258,hiby,0,7677966290,聆听经典粤语老歌，回味旧日回忆,12399309
2020-04-15,2564690668,贩卖星球、,0,7521828223,深度睡眠 | 来自灵魂的浅唱,2481355
2020-05-06,345211567,Li供养,0,7552769936,张口就爱上，这些翻唱火爆全网,21513373
2020-08-07,287610585,九离,0,7666219226,伤感华语｜深夜一个人的悲伤,26587903
2017-08-10,3480319694,[ 承蒙时光不弃 ],2,2067204233,华语流行KTV必点金曲,94893552
2020-10-18,927364891,发酵,0,7753190502,[游戏战歌]高燃节奏开黑必备,1324265
2020-04-17,492180382,音巢阿呆,7,7519315701,DJ车载嗨曲推荐 | 持续更新,55332106
2020-09-07,2044232402,Palpitate.,0,7569781987,【失恋】哪首歌最刺痛你的心,1645624
2016-11-24,3013762077,👉社会你大姐👈,0,2935317436,蒙面唱将猜猜猜【全集】,8853731
2020-08-28,1152921504969333469,莹火虫,0,7695177222,百个伤感，有没戳到你心中回忆？,21453254
2020-07-01,1562596275,风筝从云里来,0,7594729500,祁隆丨百姓心中的亲民歌王,3302395
2020-04-15,2283047426,难赴清河.,0,7500523777,优质片段：抬头所见，尽是温柔。,5869989
2020-06-05,2845093106,顾玖儿.,0,7590322091,余韵悠长 · 萨克斯纯音乐大全,3612392
2019-08-29,1152921504912084704,Sunday,0,7178979179,王者专属！上分必听BGM,14135710
2017-07-12,2466494164,乖宝小兔儿,2,2065383379,「林夕+黄伟文」金牌作词人，巅峰作品赏,8535442
2020-09-17,1926566586,奶粉傲😘,0,6132955871,经典老歌｜滚石经典 留念当年,8868799
2017-02-23,3531334299,叫思念不要吵,2,3552637530,《歌手》现场打动人心的歌曲,2913981
2020-11-06,945187827,念安娜,2,7772286665,最经典｜那些压箱底的华语老歌,9215432
2017-06-18,931905769,陈哲,2,3566830427,经典国语300首：等待也是种乐观态度,418722583
2020-10-14,2437932705,Hugo 雨果,0,7748524913,「伤感」我们终究还是错过了,754885
2020-12-04,1152921504969333469,莹火虫,0,7803161503,学习 | 纯音 | 助刷题100分必备,182934
2020-04-14,1834936922,顾怀安,2,7517834004,经典怀旧：来自95后的粤语情结,16183378
2020-09-09,1811930154,Mamba,0,7709682667,华语经典丨浴室麦霸必点金曲,22679414
2020-06-10,1834936922,顾怀安,2,7344552081,伤感片段：我们应该不会再见了,32580681
2018-02-28,77734432,Xie Eric,0,1414981002,BIGBANG精选,8167544
2019-06-25,2827745225,智能算法大师,2,7060352945,钢琴纯音 | 宝贝快睡觉吧,3028020
2020-12-04,3413833718,腾讯音乐人,3,7803122183,冬日点歌台：好心情每天照常营业,48869
2020-08-01,1295613126,小林ovo,0,7647309493,「王者荣耀」上分必备热门BGM,3846766
2020-05-26,1152921504868526893,K,0,7536389763,华语摇滚｜百团精选邂逅宝藏乐队,3835209
2020-11-20,1946857276,听她迂回,0,7574241116,单依纯｜纯心相依，永不单行,7414865
2019-08-26,2641188037,冲向KTV,0,7174020835,怀旧经典 | 这些老歌你听过几首？,12002425
2020-12-01,1152921504782159287,Carbine,0,7800289269,某日起，故乡再无春秋也无夏。,50276
2017-03-11,571909234,Seve7n Day Rock,2,2051746512,游戏高燃BGM：别拦着我，我要上战场,50487277
2017-07-12,2048587391,?Boom?,2,1168817293,「跑步音乐」蒸发汗水的活力节奏,7754481
2017-03-31,1245280330,花痞,2,861218535,400位华语民谣歌手，一人一首入耳曲,66546889
2020-04-14,3410958418,小海螺,0,7522198562,抖音热门 | 最新国语热歌精选,143801781
2020-08-21,1479974596,.ﻉ白桃味小贤,0,7686391783,ROSÉ朴彩英，四季温柔不如你,1142131
2020-10-23,2896444587,温柔,0,7757000582,KTV珍藏｜80/90后怀旧经典老歌,1205037
2017-07-26,2046224093,心如刀割,2,1769768332,「欧美」听一遍就会跟着和的英文歌,116965481
2017-04-29,1257702551,Ava.H,2,1124917552,咖啡馆·静谧悠闲的造物者,18154786
2020-06-05,452775188,还不是因为你长得不好看,2,7590418564,赵雷：不随潮流的势头去附和,8383009
2020-09-06,2638819171,王亚鹏,0,7707299180,伤感片段｜可惜没有如果,20868676
2020-03-10,2366812118,幸福的小麻花,2,7467921334,麦霸：收下这份免费下载的KTV金曲,12662152
2020-11-25,2185430030,winner,2,7793416142,雨ヽ声｀柔软ヽ做一场采样的梦,133250
2020-05-27,1526977475,2％✔,0,3614772046,ACG | 火爆的动漫主题曲精选,5998600
2020-07-16,184154657,Warmstill,0,7640173696,疏远不一定是讨厌，或许是太喜欢,17944496
2020-10-09,2134718135,‭遇浩,0,7743623034,伤感合集 | 有人疼才有资格闹,1045652
2020-09-06,2638819171,王亚鹏,0,7707333775,神仙翻唱 | 竟然比原唱好听系列,3248604
2019-08-10,1973492956,chase,0,2629573829,[平成主题曲全]假面骑士,4802805
2020-09-27,3470650733,沐恩,0,7728644076,伤感片段：总有一瞬间悲凉,8473201
2020-08-27,2799305121,roses_are_rosie,0,7693675046,南韩超火女团：燃爆全场只需三秒,1474819
2019-08-27,942973835,今日起消灭歌荒,0,7174017502,华语老歌  | 一个80后眼波里的经典,19264844
2020-02-24,644431062,扑通大机灵,0,7441184789,洗脑DJ神曲，入耳就停不下来！,10903206
2017-03-29,544169694,１'s   ヽ,2,1983842486,百首单曲循环听不腻的经典英文歌曲,104266119
2020-06-08,1152921504814420484,张西西,0,7593440504,记忆里的青春｜90后回忆录歌单,2599925
2020-08-26,318522630,✎ℳ๓冷雨✾,0,7639582386,伤感片段：我们也许不会再见了,1098752
2020-10-04,1152921504680359795,香菇,0,7737281089,经典老歌Dj 睡什么觉，起来嗨啊,1083473
2020-04-17,1834936922,顾怀安,2,7468556138,时光故事汇：回放95后的那些年,23580706
2020-04-10,2629955098,温文,0,7515885075,爱过后，终究一人熬过低谷,2353539
2017-08-10,1185847270,汤圆儿,2,874673168,「韩国女团」韩饭必收的人气代表作,16058315
2017-07-12,3543584387,Lio_seven,2,2966940476,「华语」喜欢林俊杰的186个理由,35660940
2020-10-27,2286443537,你的小韩吖,0,7761620435,丧 | 孤独且深情易上瘾,1017154
2019-08-06,1600189472,HDM Fans,2,6938777666,Carnival：投放舞池的躁动引擎,14338765
2019-08-14,2286023713,瞎扯乐团指挥官,0,7153532902,大学自习室 · 若有安静纯音相伴,2435744
2019-11-06,2839713938,​,0,7171876874,跌跌撞撞奔向你却又不得已离开你,13040025
2020-09-17,945187827,念安娜,2,7718266717,抖音热门｜便利店里常放的歌,53107210
2020-07-10,359513022,槿凉薇浅,0,7404199684,伤感丨可惜还是到不了最后了,7037938
2020-09-02,1474926692,THiwang,0,7702268807,伤感情歌 | 来不及牵住你的手,4530417
2019-12-17,2949109278,Magic,0,7344070915,『王者carry』荣耀之路你我并肩,5878105
2020-11-29,2756589227,峪果,0,7797109673,※唱片店特供※ 健胃消忧片♬ ,64280
2020-07-16,3174948857,留恋夕阳与她,0,7639772721,「古风」浮生若梦，为欢几何,5867859
2020-10-16,1749913494,天天天天天天天蓝,0,7715815293,阿悠悠丨旧梦一场，空离散,922639
2014-12-03,330948883,H.Jade勺子,0,1632363509,张学友30年十大金曲,19893082
2020-07-31,1366486942,縂鉰の囧rz,0,4176633716,「硬核战歌」无电音丨不游戏,1848279
2020-06-09,1506498837,Breath,0,7594912510,心跳加速！做梦都想哼的神仙歌曲,6607640
2018-07-17,2437910260,谜一般的年轻人,2,4213000588,西西弗书店的英文歌单列表,5855048
2020-10-16,987674549,小众又怎样,0,7749323780,睡前纯音：灿烂星空是宇宙的温柔,2646348
2019-10-21,2532239618,筑梦师,2,7252366497,经典老歌 │ 重温80后怀旧老歌,23027592
2020-09-08,3105755826,知足常乐🍰,0,7478361377,爱情十有九悲，愿你是他的偏爱！,14090967
2019-06-28,2958026496,个性化特供,0,7060353064,DJ丨苏荷酒吧夜店电音舞曲,28970066
2016-10-20,2467299540,音乐贵族,2,825608302,经典情歌，唱出男人最深沉的爱,54825396
2020-04-30,3556539790,林兔,0,7534235192,巅峰人气｜快手最火国风歌曲,5437532
2017-08-10,3050999021,淡白的阳光,2,1169458964,「国语怀旧」情感在老歌里沉淀,63166694
2020-08-13,2276943843,锥生零,0,7675729844,伤感片段 | 时间和我都是罪人,54212752
2020-06-13,1834936922,顾怀安,2,7595409313,伤感片段：快乐就到此为止吧,51691607
2020-06-08,2225251691,温冬（沐凡家）,0,7593082970,纯音乐：适合学习时听的音乐,6677688
2016-12-03,304513351,岸浪情拍,2,1140056433,陈奕迅：用我的歌来治愈你的伤口,15511742
2017-09-11,2742568821,Zona,2,1178813856,每个人心里都住着一首李宗盛,11243110
2020-08-26,211856498,骚君,0,7400391821,精神小伙2.0╱BGM,4853176
2017-07-12,2105165064,水手怕水,2,2065383442,「粤语」回味叱咤乐坛的经典,29590047
2019-09-11,1327537429,拯救不开心,0,7198809344,英语流行 | 最想分享给你的英文歌,20523730
2020-07-08,2037943503,熊猫听歌,0,7630303474,抖音新热门｜萦绕在耳边的旋律,98643842
2020-08-16,261740698,🦁云水月琪🌟,0,7679101873,交警小姐姐说控制车速 交出歌单,6518802
2017-10-17,446570770,夜色很好,2,845447312,EDM百大电音风暴节奏点燃全场,15685928
2018-09-11,349915071,梅内斯,2,4713458141,宋冬野：才华横溢的孤独回响,17619187
2020-03-26,864758248,一封情书给自己,0,7489569642,纯音乐400首丨绝伦旋律 美妙动听,11703773
2020-10-04,312051938,小明同学,0,7737374038,K-POP｜超好听的女团热歌榜,765135
2020-01-29,3449929622,Not serious兔姬,0,7275679373,纯音乐（助眠）轻音乐,8281193
2017-08-10,3050275225,温酒伴月落,2,2372393474,粤听粤有味，首首动听,16079399
2020-09-19,1152921505036041771,玖九9丶,0,7719975222,粤语怀旧 | 少时回忆录,1015850
2020-03-17,1022543731,热文案,2,7478458286,盘点短视频中最火的dj全收录,78310949
2020-04-22,2297095896,景随风,7,7529982138,华语经典｜九十年代盛行的歌曲,48125769
2020-08-14,2303204713,蓝莓 Cake,0,7677288159,抖音快手热歌 | BGM弄潮儿,31372441
2020-09-25,3122137481,MYANSWER♡,0,7726712921,伤感｜你听，这是我心碎的声音,935075
2020-06-15,3521089778,墨九,0,7602241849,车载DJ丨无拘无束，潇洒自由,27134972
2017-07-26,3050342203,秋名山神车手,2,1769768734,「许嵩·徐良·汪苏泷」青涩校园回忆,31465685
2020-06-08,1186252579,一凡,0,7328043306,90后回忆杀 : 落了尘的青春,13740275
2017-08-03,1264619163,づ—³搁浅✧٩,0,1533954251,日语 丨 耳机炸裂的ACG动漫,3377788
2020-07-30,1756465016,知音♥️,0,7656736228,经典老歌｜岁月留痕 老歌入耳,6338460
2016-10-20,1437733414,Neru,0,2001766549,听到请回答1988,13941301
2020-07-17,498877906,狗贼,0,7641951227,华语杂货铺：哪首是你的单曲循环,4078438
2020-09-20,2487348299,亦凡人,0,7721265208,网红神曲！藏在耳机里的免费热歌,4165436
2020-06-29,1152921504842294771,走心了吗,0,7619490291,『华语催泪』音乐谱写爱情的心酸,36276089
2020-09-22,3228873416,Fairy°,0,7722993772,经典老歌 | 有些人 错过就不在,14367939
2020-09-16,1152921504680359795,香菇,0,7717321230,男生KTV必唱，定Hold住全场,4164393
2020-09-21,2692933108,祖祥友,0,7709384434,毛不易|全原创线上演唱会,2014000
2020-04-15,545722971,我等等。,0,7523039275,「下班了」累了就听这些DJ吧,19945652
2020-06-10,3410958418,小海螺,0,7595699555,催眠纯音 | 5分钟快速入睡,2901519
2020-04-23,2749180238,违规女孩,0,7534184810,韩宝仪 | 优美的歌声回味无穷,5571541
2020-10-22,1448991181,小熊🧸,0,7740475151,伤感片段｜夜晚又归于沉寂,946806
2019-06-18,987036132,北辰,3,7013795380,十年之后，还有这些歌让人感动,66529577
2020-07-01,1194382398,梅雨西子,0,7621260008,华语金曲｜一人一首历久珍存,8253822
2019-08-25,3051014474,Star°,0,6874399440,【游戏】 逆风翻盘carry全场,73787986
2020-02-27,1214673117,小攀哟,2,7445971221,华语经典：总有一首值得回忆,12977229
2016-11-15,3051328048,南巷旧事,2,3235982757,一个00年代的记忆—周杰伦,27241140
2020-08-20,2587278206,喵喵君仙998.47亿 次播放,0,7685428955,华语Live | 动听歌喉，实力演绎,7327268
2016-12-13,473509726,Harry,2,2643652402,回头率最高的50首手机铃声,121759586
2020-09-26,312051938,小明同学,0,7728306458,[K-POP]韩国人气女团精选集,2223180
